MedInc,HouseAge,AvgRooms,Location_Distance
4.918,36.0,6.169491525423729,2.318931161241511
1.9375,52.0,4.209677419354839,3.4319086839648296
5.2037,25.0,5.885931558935361,2.440640786275436
4.7344,18.0,3.554655870445344,3.753778541563716
2.5795,17.0,5.349304482225657,7.694744165798419
2.0304,51.0,4.64203233256351,2.039573120415801
4.6184,36.0,5.760135135135135,2.2869721880067613
2.3937,20.0,18.79352226720648,0.8898213096656374
4.0268,44.0,5.657718120805369,3.713540818780293
3.111,5.0,4.44125159642401,2.0659014179193984
5.9617,26.0,6.635696821515892,3.358037604935132
4.8953,21.0,5.395806028833552,2.6748725366204225
3.1607,20.0,6.161849710982659,3.8477888276722982
3.9808,35.0,5.3099630996309966,2.293647358127466
2.3152,16.0,5.174934725848564,2.389982534956844
0.9227,11.0,37.0,3.3487402505211907
3.0687,37.0,3.1531531531531534,1.9362820718027267
2.5893,27.0,4.209966777408638,2.2432370769247854
2.4107,21.0,6.568627450980392,6.755953694027841
3.6442,43.0,5.304347826086956,1.833456088020908
5.6235,51.0,5.800904977375565,3.58121155037811
4.4958,19.0,5.8997668997669,3.679039359200449
1.9668,30.0,3.206115515288788,2.178331598329865
3.0139,11.0,5.347712418300653,3.431491715474124
4.0227,26.0,5.889655172413793,3.625978895623536
2.234,19.0,5.988352745424293,6.812410841885501
3.6875,15.0,4.170786516853933,1.9843218399960816
4.75,21.0,4.602739726027397,2.829296069003899
5.4876,35.0,6.163265306122449,2.425464197950184
1.3462,33.0,4.563559322033898,3.533672349990685
1.9495,26.0,3.2094763092269325,2.06326685672256
4.3187,32.0,4.170854271356784,2.1100914107177164
8.4284,8.0,7.526785714285714,3.678521271663478
2.3,37.0,4.2898550724637685,2.1781200480586893
3.7716,20.0,4.176360225140713,2.337777249228639
2.8042,19.0,3.935849056603773,1.228788953641946
6.8482,34.0,6.296724470134874,1.743266304633769
5.3735,36.0,5.681818181818182,2.3252388736910894
2.65,28.0,4.262987012987013,2.128944188672844
3.125,19.0,4.2,2.165300117488098
1.175,52.0,4.958158995815899,1.1494462797176843
3.5039,29.0,5.921501706484642,0.6351103837674271
2.8447,16.0,5.498989898989899,5.363361911538601
2.0433,34.0,3.142857142857143,2.1720440944894204
2.0657,35.0,5.105982905982906,6.93300339754872
3.1927,21.0,3.6355871886121,3.514533047864331
4.9222,7.0,6.279615795090715,3.572252227203885
1.0667,31.0,12.808510638297872,6.263580828295634
5.3683,34.0,5.81786941580756,3.3343254443082806
1.4189,43.0,2.4553846153846157,2.087037361340513
2.6458,16.0,2.989795918367347,1.958131358367826
3.1129,42.0,4.7325842696629215,3.961806291947929
3.9722,34.0,6.027713625866051,1.520049853181909
3.0021,19.0,5.934803451581975,3.727374780956242
5.7415,17.0,4.787307032590052,2.1259238953620847
12.9591,49.0,7.5,1.9883927486351765
5.0016,19.0,5.531431897555297,1.4885045451608598
4.6349,31.0,6.052795031055901,3.0663351869355493
4.3029,16.0,6.090592334494773,3.1200231200003525
5.6582,34.0,6.092250922509225,3.5393665297800405
1.55,46.0,4.553892215568863,2.115918049409571
2.8882,10.0,7.8519736842105265,3.807982444348756
2.0658,34.0,5.938144329896907,0.9307967881388168
7.9068,17.0,7.66219723183391,2.377901170915
6.8374,27.0,6.972527472527473,3.06153806059447
5.6604,22.0,6.266519823788546,1.223726662190235
4.4286,35.0,5.061855670103093,3.5284715142255485
10.0968,20.0,7.790697674418604,2.811265578535343
1.1806,24.0,4.3969696969696965,2.7521608046983586
2.19,35.0,4.206806282722513,1.13421613728639
4.4464,34.0,5.081585081585081,1.8536356445293969
3.4471,31.0,5.326388888888889,4.3257007482181695
4.9464,14.0,5.097165991902834,3.641908747823876
7.5078,24.0,7.022857142857143,1.702007172905985
5.4496,17.0,6.180989978742788,2.976868894765704
4.9957,22.0,5.718222222222222,2.5628058951388195
9.6023,21.0,8.286652078774617,3.791410406957772
3.5154,19.0,3.305290546400694,3.000842263218214
5.6015,33.0,5.913612565445026,2.301579708169478
3.7014,32.0,4.957746478873239,2.457124486509547
2.2391,43.0,3.406882591093117,2.150224620039356
3.9667,25.0,5.008988764044944,3.115331456408817
3.6006,34.0,4.617710583153348,2.387163021788081
3.1049,19.0,4.644695543000628,2.4341029032798094
3.2891,27.0,5.240331491712707,3.5289960754220893
4.0972,32.0,4.716981132075472,3.3225463794739354
3.3438,29.0,5.803347280334728,5.376299821737292
5.5701,34.0,7.170616113744076,3.336973618734115
4.1172,37.0,5.256613756613756,2.250078591641052
2.6576,23.0,5.163003663003663,4.235140615481691
4.4087,3.0,5.385964912280702,3.138182941817373
4.0144,5.0,5.812903225806451,0.7444624679833636
2.3917,15.0,5.010060362173038,4.2805116093235664
1.9125,39.0,4.53030303030303,0.6266697277124519
3.0179,7.0,5.79245283018868,1.0885639702831829
5.9277,38.0,6.356502242152466,3.134402389468233
2.1563,36.0,6.042194092827004,1.0649545728362686
6.4504,35.0,5.2428884026258205,1.8099400676283088
2.125,37.0,3.657492354740061,2.120556564072187
8.7819,20.0,7.484251968503937,2.023375127107056
6.6661,32.0,6.85996705107084,3.73695024034224
2.6932,30.0,6.058282208588957,2.4924106831585267
4.875,19.0,6.024137931034483,3.9194307530879127
6.0175,15.0,7.13681592039801,3.6248993712249526
2.9934,35.0,3.349425287356322,1.934519296588037
5.2648,12.0,5.608808290155441,3.560005735824596
4.412,8.0,5.548330404217926,3.606463395464472
3.3869,40.0,3.622950819672131,2.1445963159727466
4.4766,24.0,5.670761670761671,2.4941354481418303
3.7622,16.0,4.87479674796748,2.925165175544877
4.0652,52.0,5.365566037735849,3.609184607761518
3.9423,39.0,5.5096525096525095,2.976551355325004
3.2639,31.0,3.890365448504984,2.5308081494834034
2.6607,52.0,3.123134328358209,3.575156884663516
3.0187,16.0,3.883578431372549,1.7879204297549356
3.7655,26.0,4.352494577006508,2.4170014909637683
4.1083,41.0,4.244565217391305,1.9847427795861985
1.8485,48.0,4.754385964912281,2.089548091502308
5.9024,21.0,6.397476340694007,1.5861711205289872
5.752,35.0,5.728571428571429,2.2204280887350394
3.4375,34.0,5.293478260869565,2.937898933154399
4.2917,52.0,6.329545454545454,2.049350843984431
4.4659,32.0,5.321621621621621,2.173318414804259
7.0059,39.0,6.681592039800995,1.9532165346812171
5.2888,32.0,5.951672862453532,1.1960739416891473
4.0598,44.0,4.3828125,1.981704557068775
4.0775,28.0,3.9328358208955225,2.1100914107177164
2.9219,17.0,4.457875457875458,2.4671705473369263
3.3269,22.0,7.677083333333333,1.4679808173778646
2.9271,32.0,4.102564102564102,1.7669488894316805
3.625,52.0,4.290094339622642,2.190347625138297
2.5964,29.0,3.8279220779220777,2.1446310478383244
1.3571,36.0,3.982689747003995,2.7438060241239235
4.2059,24.0,6.069620253164557,2.8741724164381783
3.2792,32.0,4.657894736842105,1.4012036236457637
7.8347,45.0,7.251833740831296,2.115478734728507
1.5294,39.0,3.6512261580381473,2.105413059961751
2.8,42.0,4.791666666666667,2.1486793099689234
3.9024,13.0,5.759342301943199,2.7617259457754213
6.994,27.0,7.159685863874346,3.7535241510189454
3.7816,21.0,4.471955533097524,1.72739203489099
3.1389,23.0,4.052013422818792,3.7120536463273934
1.4583,15.0,4.023148148148148,3.839888756811237
4.0375,29.0,6.447222222222222,4.912305913276942
3.125,39.0,3.745614035087719,3.4537330250174905
1.375,52.0,2.697247706422018,3.563119589253396
7.5695,16.0,7.992990654205608,3.301475704510981
2.1734,34.0,4.622377622377623,2.1816541502612408
6.1632,32.0,6.4681372549019605,3.7178232964882056
1.5489,13.0,5.65,3.56252695161236
4.3571,16.0,4.142857142857143,3.621959894140589
1.0398,25.0,5.465798045602606,3.5421607880510604
2.1845,34.0,4.987951807228916,1.7369078562547953
2.4537,35.0,3.915841584158416,2.185337756600078
5.2375,6.0,7.450549450549451,3.584099660164036
3.9732,35.0,6.082857142857143,3.737859952068104
2.1991,44.0,3.08,2.413644652728869
4.9757,35.0,7.049608355091384,1.1661823133375415
6.155,52.0,7.048076923076923,3.452307730860844
4.2096,37.0,5.58235294117647,4.114254496735763
2.5352,32.0,3.717299578059072,2.1331545466103017
3.4886,13.0,6.840723981900452,3.532099580650456
2.3594,43.0,3.804560260586319,3.77473708026804
4.526,19.0,7.042780748663102,1.1597070708876862
2.8024,16.0,3.5517241379310347,2.843136006372552
4.8214,35.0,5.523668639053255,3.1135264482183804
3.1771,5.0,7.625531914893617,3.796271258865319
2.2083,23.0,7.781456953642384,3.638984733341371
2.4821,37.0,5.250712250712251,2.199348182587588
6.223,10.0,5.740869565217391,2.767257878941092
3.0,25.0,5.271084337349397,1.1765332755202584
3.1563,17.0,6.095384615384615,5.632974162265236
1.55,36.0,3.1495016611295683,2.313358188958609
7.8013,19.0,7.248275862068965,3.645215150597115
4.0694,16.0,5.651408450704225,2.027483548799971
10.1299,25.0,8.23963133640553,2.5044426699699165
4.1518,13.0,6.1980676328502415,1.7025352919981924
3.9417,33.0,6.194895591647332,3.7313406346951568
4.0583,17.0,6.404255319148936,2.591756977530306
2.5,10.0,5.381443298969073,2.6742873581550386
3.2024,40.0,5.373068432671082,2.1233185700588493
2.0064,52.0,4.618037135278515,4.680136284907281
3.7611,12.0,5.390625,2.386811150261191
2.4012,18.0,5.234793187347932,1.9714399485876009
2.4375,30.0,5.165198237885463,2.4003852133433345
2.5263,52.0,5.81981981981982,2.549569956509371
2.67,30.0,3.9306666666666663,1.4086215724788946
5.5599,26.0,6.21608040201005,2.453295909531543
1.1141,39.0,4.566964285714286,2.8910027474244617
2.9312,25.0,4.5,2.5335795115665123
4.125,5.0,5.734177215189874,2.26835751158065
5.0234,37.0,5.774941995359629,1.8970431464700963
5.4409,4.0,7.853351955307263,3.2252314600485854
3.2833,38.0,5.560165975103734,3.6122435970211817
3.9963,4.0,6.761377613776138,3.2540163385195258
1.0918,52.0,2.2533333333333334,3.787340730905025
3.1892,25.0,4.037037037037037,2.138315080089852
4.6065,22.0,5.3895348837209305,2.883654897484501
5.521,23.0,6.735172413793103,1.6997223114389233
7.0548,34.0,6.125,3.4419524224833604
6.3955,25.0,7.367595818815331,3.634964922305411
1.815,52.0,2.8531468531468533,3.765551920430866
3.1382,14.0,4.956442831215971,2.799120069715767
1.7301,5.0,3.1649122807017545,3.966730282446438
5.2849,16.0,5.907303370786517,2.545158724348499
2.0673,27.0,4.039660056657223,3.77473708026804
2.675,33.0,4.698412698412699,3.5840712102132355
2.2141,25.0,4.375757575757576,3.916503107992877
5.0099,24.0,7.137809187279152,1.1284329387445469
2.0915,47.0,4.57957957957958,2.069435741625341
2.0817,35.0,4.481481481481482,2.201849276932656
4.8125,48.0,6.764309764309765,2.051312268104143
1.6875,52.0,3.0892857142857144,2.527316135123604
3.7167,52.0,4.94,1.9957257879025796
6.5538,7.0,6.309623430962343,1.7486960773350468
3.6308,21.0,5.022079116835327,2.349057873567104
6.8645,17.0,8.642585551330798,1.2282490396679329
3.4827,11.0,5.072098053352559,0.6060942806928419
3.4605,52.0,4.838235294117647,3.6011536515469484
2.9148,15.0,4.285957446808511,1.963570156044522
6.7079,17.0,6.101923076923077,2.7594352841054337
4.2386,25.0,6.010840108401084,3.823320159318911
4.072,24.0,4.781065088757397,3.034444664905839
5.9378,15.0,7.572769953051643,1.9214860270848844
4.9844,29.0,6.002247191011236,2.3114138148761145
2.9107,28.0,4.083333333333333,2.228580579902714
5.0462,34.0,6.370491803278688,1.726705175061643
4.7386,21.0,5.7405405405405405,2.637987565786409
4.3081,20.0,4.198609731876862,2.9148240180426703
2.1528,31.0,4.457286432160804,2.499161682304279
3.4,23.0,5.424107142857143,3.7283962050169177
3.5114,52.0,4.411347517730497,1.94935284579232
2.5833,28.0,5.520833333333333,0.6969216545584445
1.6437,24.0,4.307479224376731,2.173770365671109
2.375,35.0,4.440329218106996,2.1834509316416977
5.1538,23.0,6.781659388646288,3.947371943167837
2.8676,46.0,4.122969837587007,3.5149631816793714
3.0,36.0,5.5369127516778525,1.173014967635928
6.7042,18.0,6.197241379310345,3.349949476935276
5.7338,5.0,5.804012345679013,2.4967888729953303
2.4049,31.0,3.5402298850574714,2.1727761030862776
3.9722,36.0,5.850467289719626,2.3345055553459773
3.1801,29.0,4.814814814814815,2.426503598817244
4.7097,12.0,6.505263157894737,1.7313818600486723
5.2601,13.0,4.156378600823046,3.450521020925445
3.0703,34.0,4.371287128712871,2.238048621830563
6.3215,4.0,7.2110091743119265,1.9173681811808865
3.4091,41.0,4.946987951807229,3.54950226147561
3.3482,41.0,4.078947368421052,1.9544048009370365
3.8,41.0,4.773892773892774,2.104326892960641
4.7308,35.0,5.666666666666667,2.1647160120319344
5.259,13.0,6.733133433283358,3.4407535266787463
2.066,9.0,4.291390728476821,3.353571465697145
2.996,22.0,7.247058823529412,3.327398107333347
2.3,16.0,4.498084291187739,3.01896541489191
6.3013,49.0,7.0185528756957325,2.108496191113767
6.0289,23.0,7.289029535864979,3.578456474823321
2.5185,36.0,4.03728813559322,2.184587522034676
2.8727,33.0,4.0948419301164725,2.523404366881007
1.925,43.0,2.3435582822085887,2.011446596077427
3.6429,28.0,5.249180327868852,3.5691594490072163
3.0833,27.0,4.714285714285714,3.800817856953903
4.2045,16.0,7.266129032258065,0.8886351709284778
3.5959,9.0,5.24160346695558,2.502479775173158
6.5382,24.0,7.308943089430894,3.640250119978467
3.4359,21.0,5.506410256410256,3.346111356085013
2.944,52.0,4.1239092495637,3.505968784540732
5.0772,17.0,5.243967828418231,2.767257878941092
2.83,22.0,6.1923076923076925,5.807821284077735
5.5875,3.0,6.875930521091812,2.8884035191592585
3.8081,25.0,5.1837160751565765,1.8475039955363144
1.9028,51.0,4.056122448979592,3.4319086839648296
4.1161,34.0,5.46875,2.878269954699774
4.0703,10.0,6.343575418994414,0.93277134898735
2.2259,24.0,3.1024,2.839296166120956
3.5096,31.0,5.64055944055944,3.934533908789461
2.4191,3.0,6.274193548387097,2.483883779447384
2.6104,37.0,3.707142857142857,3.467800526308719
1.2347,41.0,3.836518046709129,2.073792477160824
5.6683,23.0,5.610939907550077,3.3098955324909376
3.5426,26.0,5.301321585903084,2.596793921080649
3.6587,45.0,5.343839541547278,1.963570156044522
1.4338,26.0,7.177215189873418,4.594088861462184
3.5,32.0,4.316666666666666,3.142851835643801
3.8343,38.0,5.355223880597015,3.5828373254090846
2.4338,49.0,4.703933747412008,3.389703699228237
3.9792,34.0,5.976645435244161,3.496000101715849
2.3029,45.0,4.472602739726027,2.0306310275655126
4.2647,26.0,5.943462897526501,3.287526125983891
3.9243,34.0,5.601343784994401,2.223101277206332
5.1457,35.0,6.958333333333333,1.6352842562667724
3.4125,30.0,4.489010989010989,2.591464396619982
3.6354,17.0,5.471061093247588,3.6422559143071966
4.835,28.0,5.941908713692946,1.2102718262306458
2.4297,51.0,3.284313725490196,2.0284070118619484
3.0187,24.0,4.173775671406003,1.7323985831014628
3.0,13.0,6.177285318559557,1.8872662969327476
5.1321,23.0,5.160388821385176,3.135461933555978
3.238,40.0,4.177619893428064,1.979313591271588
3.0536,36.0,4.9614243323442135,3.512738880667815
5.2533,22.0,5.257093723129836,2.897759607387222
3.1625,23.0,5.773399014778325,0.6733463853084551
3.4676,21.0,4.327981651376147,1.6116724082477656
1.6435,25.0,5.070726915520629,1.1165542518138756
2.1581,33.0,4.2727272727272725,3.0988548719484337
3.7617,23.0,5.818652849740933,4.195826147498778
1.365,40.0,4.756676557863502,0.6635592935098609
4.9464,41.0,4.994269340974212,3.3228001182625992
4.2917,13.0,6.4605263157894735,3.0233597715284217
3.5282,31.0,5.26056338028169,4.883447884661488
5.0962,17.0,6.063551401869159,1.6183644084333668
4.5556,17.0,8.79058327477161,3.723944937461284
3.9464,20.0,7.644329896907217,2.612940149850536
2.7321,28.0,5.043269230769231,2.5325034772651405
